TransMem v7 — Source->Destination Centroid Routing Trace
==========================================================================================
Probe tokens (290):
  'The' ' central' ' bank' ' raised' ' interest' ' rates' ' by' ' 25' ' basis' ' points'
  ' on' ' Thursday' ',' ' its' ' seventh' ' consecutive' ' increase' ',' ' citing'
  ' persistent' ' inflation' 'ary' ' pressure' ' across' ' energy' ' and' ' food'
  ' sectors' '.' ' Markets' ' had' ' largely' ' priced' ' in' ' the' ' move' ','
  ' though' ' the' ' accompanying' ' statement' ' surprised' ' analysts' ' by'
  ' signalling' ' a' ' potential' ' pause' ' in' ' June' '.' ' The' ' benchmark' ' ten'
  '-' 'year' ' yield' ' rose' ' four' ' basis' ' points' ' to' ' 4' '.' '31' ' percent'
  ' shortly' ' after' ' the' ' announcement' '.' ' ' ' The' ' prime' ' minister'
  ' addressed' ' parliament' ' on' ' Tuesday' ',' ' defending' ' the' ' government' "'s"
  ' proposed' ' reforms' ' to' ' the' ' healthcare' ' system' '.' ' Opposition'
  ' leaders' ' criticised' ' the' ' plan' ' as' ' under' 'funded' ' and' ' poorly'
  ' timed' ',' ' arguing' ' that' ' frontline' ' workers' ' had' ' not' ' been'
  ' consulted' '.' ' Several' ' back' 'ben' 'chers' ' from' ' the' ' ruling' ' coalition'
  ' also' ' expressed' ' reservations' ',' ' threatening' ' to' ' vote' ' against' ' the'
  ' bill' ' unless' ' amendments' ' were' ' introduced' ' before' ' the' ' final'
  ' reading' '.' ' ' ' Voters' ' in' ' three' ' swing' ' states' ' will' ' head' ' to'
  ' the' ' polls' ' next' ' month' ' in' ' what' ' analysts' ' describe' ' as' ' a'
  ' bell' 'w' 'ether' ' for' ' the' ' national' ' election' '.' ' Poll' 'ing' ' data'
  ' suggests' ' a' ' tight' ' race' ',' ' with' ' neither' ' candidate' ' holding' ' a'
  ' decisive' ' lead' ' outside' ' the' ' margin' ' of' ' error' '.' ' Campaign'
  ' strateg' 'ists' ' on' ' both' ' sides' ' have' ' shifted' ' resources' ' toward'
  ' rural' ' districts' ',' ' where' ' turnout' ' could' ' prove' ' decisive' '.'
  ' Meanwhile' ',' ' independent' ' candidates' ' continue' ' to' ' draw' ' support'
  ' from' ' younger' ' voters' ' disillusion' 'ed' ' with' ' the' ' two' ' major'
  ' parties' '.' ' ' ' The' ' foreign' ' minister' ' met' ' with' ' her' ' counterparts'
  ' from' ' six' ' neighbouring' ' countries' ' to' ' discuss' ' a' ' regional' ' trade'
  ' agreement' ' that' ' has' ' been' ' stalled' ' for' ' over' ' two' ' years' '.'
  ' Neg' 'oti' 'ators' ' cited' ' disagreements' ' over' ' agricultural' ' tariffs'
  ' and' ' intellectual' ' property' ' protections' ' as' ' the' ' primary' ' obstacles'
  '.' ' A' ' joint' ' commun' 'ique' ' issued' ' after' ' the' ' talks' ' described'
  ' the' ' discussions' ' as' ' constructive' ' but' ' acknowledged' ' that'
  ' significant' ' differences' ' remain' ' unresolved' '.'
==========================================================================================

==========================================================================================
BLOCK 0  (unique src: 31/128  unique dst: 16/128  self-routes: 2/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
' surprised'      VERB    119  4.66  119,43,42       82  4.05  82,106,101    ->
' analysts'       NOUN     19  4.63  19,53,119       82  4.01  82,106,68     ->
' by'             ADP      42  4.59  42,119,43       82  3.79  82,106,68     ->
' signalling'     VERB     53  4.65  53,119,43       82  4.14  82,106,68     ->
' a'              DET      21  4.47  21,42,119       82  3.60  82,106,68     ->
' potential'      ADJ     119  4.68  119,122,53      82  4.11  82,106,101    ->
' pause'          NOUN    122  4.70  122,119,53      82  4.15  82,106,114    ->
' in'             ADP     103  4.56  103,42,119      82  3.92  82,106,68     ->
' June'           PROPN   119  4.68  119,3,30        82  3.88  82,106,101    ->
'.'               PUNCT    41  4.42  41,42,100       82  3.40  82,106,68     ->
' The'            DET      32  4.61  32,42,15        82  3.54  82,106,68     ->
' benchmark'      NOUN     53  4.66  53,119,43       82  4.04  82,106,68     ->
' ten'            X       119  4.70  119,43,110      82  3.92  82,106,68     ->
'-'               X       116  4.57  116,42,100      82  3.53  82,106,68     ->
'year'            X       119  4.71  119,53,43       82  3.65  82,106,101    ->
' yield'          NOUN     53  4.67  53,119,122      82  4.13  82,106,68     ->
' rose'           VERB    119  4.71  119,13,53       82  4.01  82,106,114    ->
' four'           NUM     119  4.71  119,42,43       82  3.96  82,106,68     ->
' basis'          NOUN    122  4.68  122,53,119      82  3.87  82,106,68     ->
' points'         NOUN    122  4.69  122,119,53      82  3.96  82,106,68     ->
' to'             ADP      15  4.54  15,42,119       82  3.46  82,106,68     ->
' 4'              X       110  4.68  110,43,119      82  3.64  82,106,68     ->
'.'               PUNCT    41  4.46  41,42,100       82  3.30  82,106,68     ->
'31'              X         0  4.68  0,33,119        82  3.71  82,106,68     ->
' percent'        NOUN    119  4.70  119,7,53        82  3.89  82,106,68     ->
' shortly'        ADV     119  4.71  119,53,3        82  3.99  82,106,114    ->
' after'          ADP      15  4.61  15,42,119       82  3.61  82,106,68     ->
' the'            DET      32  4.60  32,42,15        82  3.49  82,106,68     ->
' announcement'   NOUN    122  4.69  122,53,119      82  4.12  82,106,68     ->
'.'               PUNCT    41  4.46  41,42,100       82  3.30  82,106,68     ->
' '               SPACE    25  4.68  25,119,100      82  3.32  82,106,114    ->
' The'            DET      32  4.66  32,42,15        82  3.43  82,106,68     ->
' prime'          ADJ     119  4.72  119,53,122      82  3.94  82,106,68     ->
' minister'       NOUN     19  4.71  19,30,119       82  3.82  82,106,68     ->
' addressed'      VERB    119  4.70  119,122,55      82  3.97  82,106,114    ->
' parliament'     NOUN     53  4.73  53,30,38        82  3.82  82,106,68     ->
' on'             ADP     103  4.63  103,42,119      82  3.97  82,106,68     ->
' Tuesday'        PROPN     3  4.73  3,119,53        82  3.75  82,106,101    ->
','               PUNCT   101  4.56  101,42,119      82  3.57  82,106,114    ->
' defending'      VERB    119  4.73  119,55,122      82  4.12  82,106,68     ->
' the'            DET      32  4.62  32,42,15        82  3.45  82,106,68     ->
' government'     NOUN     38  4.72  38,53,30        82  3.69  82,106,68     ->
"'s"              PART     15  4.61  15,42,119       82  3.61  82,106,68     ->
' proposed'       VERB    119  4.71  119,55,122      82  4.03  82,106,68     ->
' reforms'        NOUN    122  4.72  122,53,119      82  4.00  82,106,114    ->
' to'             ADP      15  4.61  15,119,42       82  3.38  82,106,68     ->
' the'            DET      32  4.63  32,42,15        82  3.45  82,106,68     ->
' healthcare'     NOUN     53  4.70  53,125,122      82  3.85  82,106,68     ->
' system'         NOUN     53  4.71  53,45,122       82  3.77  82,106,68     ->
'.'               PUNCT    41  4.48  41,100,42       82  3.27  82,106,68     ->
' Opposition'     NOUN    122  4.74  122,30,53       82  3.81  82,106,68     ->
' leaders'        NOUN     19  4.69  19,119,122      82  3.91  82,106,114    ->
' criticised'     VERB    119  4.73  119,55,122      82  4.13  82,106,68     ->
' the'            DET      32  4.64  32,15,42        82  3.43  82,106,68     ->
' plan'           NOUN    122  4.74  122,53,119      82  3.85  82,106,68     ->
' as'             ADP      34  4.64  34,119,15       82  3.38  82,106,68     ->
' under'          X       116  4.68  116,15,119      82  3.77  82,106,68     ->
'funded'          X        55  4.72  55,119,53       82  3.82  82,106,68     ->
' and'            CCONJ    27  4.58  27,119,42       82  3.70  82,106,68     ->
' poorly'         ADV      55  4.76  55,119,123      82  4.00  82,106,114    ->
' timed'          VERB    119  4.70  119,55,122      82  4.12  82,106,68     ->
','               PUNCT   101  4.59  101,119,42      82  3.47  82,106,114    ->
' arguing'        VERB    119  4.75  119,122,63      82  4.01  82,106,68     ->
' that'           DET      49  4.53  49,42,119       82  3.89  82,106,68     ->
' frontline'      ADJ     122  4.74  122,53,119      82  3.92  82,106,68     ->
' workers'        NOUN     19  4.73  19,75,53        82  3.78  82,106,68     ->
' had'            VERB     15  4.67  15,119,59       82  3.61  82,106,68     ->
' not'            ADV      15  4.64  15,119,56       82  3.45  82,106,68     ->
' been'           VERB     15  4.64  15,59,119       82  3.34  82,106,68     ->
' consulted'      VERB    119  4.74  119,55,19       82  3.91  82,106,68     ->
'.'               PUNCT    41  4.49  41,76,100       82  3.28  82,106,68     ->
' Several'        ADJ     119  4.73  119,39,127      82  3.83  82,106,68     ->
' back'           X       119  4.73  119,78,15      111  3.19  111,82,106    ->
'ben'             X         0  4.71  0,121,25        82  3.77  82,106,68     ->
'chers'           X        19  4.71  19,0,122        82  3.60  82,106,68     ->
' from'           ADP     108  4.70  108,119,85      82  3.78  82,106,114    ->
' the'            DET      32  4.65  32,15,119       82  3.44  82,106,68     ->
' ruling'         VERB    122  4.76  122,119,53      82  3.90  82,106,114    ->
' coalition'      NOUN      6  4.73  6,122,30        82  3.99  82,106,68     ->
' also'           ADV      15  4.72  15,119,46       82  3.44  82,106,68     ->
' expressed'      VERB    119  4.73  119,63,55       82  4.08  82,114,106    ->
' reservations'   NOUN    122  4.72  122,53,0        82  3.83  82,106,68     ->
','               PUNCT   101  4.60  101,119,27      82  3.46  82,106,114    ->
' threatening'    VERB     55  4.74  55,119,35       82  4.04  82,106,68     ->
' to'             ADP      15  4.67  15,119,93       82  3.34  82,106,68     ->
' vote'           VERB    122  4.73  122,119,53      82  4.01  82,106,68     ->
' against'        ADP     119  4.71  119,108,55      82  3.96  82,106,68     ->
' the'            DET      32  4.66  32,15,119       82  3.45  82,106,68     ->
' bill'           NOUN    122  4.74  122,38,53       82  3.85  82,106,68     ->
' unless'         ADP     120  4.66  120,49,119      82  4.15  82,106,68     ->
' amendments'     NOUN    122  4.75  122,53,119      82  4.05  82,106,114    ->
' were'           VERB     59  4.69  59,15,29        82  3.38  82,106,68     ->
' introduced'     VERB    119  4.75  119,122,55      82  4.07  82,106,68     ->
' before'         ADP      15  4.71  15,42,119       82  3.77  82,106,68     ->
' the'            DET      32  4.66  32,15,119       82  3.46  82,106,68     ->
' final'          ADJ      15  4.70  15,70,119       82  3.91  82,106,68     ->
' reading'        NOUN    119  4.76  119,122,105     82  3.95  82,106,68     ->
'.'               PUNCT    41  4.51  41,76,100       82  3.27  82,106,68     ->
' '               SPACE    25  4.71  25,41,100       82  3.37  82,106,114    ->
' Voters'         NOUN     75  4.76  75,19,87        82  3.61  82,106,101    ->
' in'             ADP     103  4.60  103,119,42      82  3.85  82,106,68     ->
' three'          NUM     119  4.75  119,39,127      82  3.86  82,106,68     ->
' swing'          VERB     13  4.74  13,122,119      82  4.01  82,106,68     ->
' states'         NOUN    122  4.77  122,127,30      82  3.76  82,106,101    ->
' will'           AUX      48  4.70  48,15,100       82  3.69  82,106,68     ->
' head'           VERB     13  4.75  13,119,122      82  3.71  82,106,68     ->
' to'             ADP      15  4.69  15,93,119       82  3.31  82,106,68     ->
' the'            DET      32  4.67  32,15,119       82  3.41  82,106,68     ->
' polls'          NOUN    122  4.77  122,53,90       82  3.86  82,106,68     ->
' next'           ADJ      70  4.68  70,15,119       82  3.78  82,106,68     ->
' month'          NOUN      3  4.76  3,122,119       82  3.58  82,106,101    ->
' in'             ADP     103  4.60  103,119,15      82  3.86  82,106,68     ->
' what'           PRON     23  4.60  23,49,119       82  3.72  82,106,68     ->
' analysts'       NOUN     19  4.72  19,53,122       82  3.95  82,106,68     ->
' describe'       VERB     55  4.75  55,119,63       82  3.97  82,106,68     ->
' as'             ADP      34  4.64  34,15,119       82  3.37  82,106,68     ->
' a'              DET      21  4.54  21,15,70        82  3.53  82,106,68     ->
' bell'           X        13  4.74  13,25,0         82  3.83  82,106,101    ->
'w'               X       121  4.72  121,102,25      82  3.44  82,106,68     ->
'ether'           X         0  4.75  0,87,117        82  3.79  82,106,68     ->
' for'            ADP      85  4.68  85,108,119      82  3.91  82,106,68     ->
' the'            DET      32  4.68  32,15,119       82  3.39  82,106,68     ->
' national'       ADJ     127  4.69  127,30,2        82  3.70  82,106,68     ->
' election'       NOUN    122  4.77  122,53,51       82  3.74  82,106,101    ->
'.'               PUNCT    41  4.52  41,76,100       82  3.22  82,106,68     ->
' Poll'           X        87  4.76  87,25,90        82  3.84  82,106,68     ->
'ing'             X        18  4.77  18,55,121       82  3.61  82,106,68     ->
' data'           NOUN    105  4.76  105,122,53      82  3.71  82,106,68     ->
' suggests'       VERB     63  4.75  63,119,55       82  4.02  82,106,68     ->
' a'              DET      21  4.53  21,70,15        82  3.52  82,106,68     ->
' tight'          ADJ      13  4.75  13,55,119       82  4.10  82,106,68     ->
' race'           NOUN    122  4.76  122,53,6        82  3.83  82,106,68     ->
','               PUNCT   101  4.65  101,27,15       82  3.31  82,106,68     ->
' with'           ADP     108  4.74  108,119,15      82  3.54  82,106,68     ->
' neither'        DET      15  4.74  15,55,56        82  3.78  82,106,101    ->
' candidate'      NOUN     19  4.75  19,51,122       82  3.81  82,106,68     ->
' holding'        VERB     79  4.75  79,18,119       82  4.04  82,106,68     ->
' a'              DET      21  4.52  21,70,15        82  3.53  82,106,68     ->
' decisive'       ADJ      55  4.73  55,122,119      82  3.93  82,106,114    ->
' lead'           NOUN    122  4.76  122,119,55      82  3.86  82,114,106    ->
' outside'        ADP      55  4.77  55,52,119       82  3.83  82,106,68     ->
' the'            DET      32  4.68  32,15,119       82  3.35  82,106,68     ->
' margin'         NOUN    122  4.72  122,13,109      82  3.91  82,106,68     ->
' of'             ADP      85  4.63  85,108,15       82  3.32  82,106,68     ->
' error'          NOUN    122  4.73  122,35,13       82  3.88  82,114,106    ->
'.'               PUNCT    41  4.53  41,76,100       82  3.21  82,106,68     ->
' Campaign'       PROPN    87  4.75  87,6,122        82  3.78  82,106,68     ->
' strateg'        X        25  4.76  25,122,87       82  3.82  82,106,68     ->
'ists'            X        19  4.76  19,122,55       82  3.53  82,106,68     ->
' on'             ADP     103  4.69  103,108,119     82  3.90  82,106,68     ->
' both'           DET      39  4.76  39,119,55       82  3.92  82,106,68     ->
' sides'          NOUN    122  4.78  122,13,19       82  3.79  82,106,114    ->
' have'           VERB     15  4.73  15,93,119       82  3.40  82,106,68     ->
' shifted'        VERB    122  4.78  122,55,119      82  3.95  82,106,68     ->
' resources'      NOUN    122  4.76  122,53,52       82  3.78  82,106,68     ->
' toward'         ADP      55  4.72  55,103,108      82  3.94  82,106,68     ->
' rural'          ADJ      55  4.74  55,52,127       82  4.00  82,106,68     ->
' districts'      NOUN     52  4.75  52,122,6        82  3.75  82,106,101    ->
','               PUNCT   101  4.67  101,27,15       82  3.26  82,106,68     ->
' where'          ADV      23  4.73  23,49,120       82  3.70  82,106,68     ->
' turnout'        NOUN    122  4.76  122,96,53       82  3.87  82,106,114    ->
' could'          AUX      50  4.69  50,15,122       82  3.82  82,106,68     ->
' prove'          VERB     63  4.76  63,119,55       82  4.11  82,106,68     ->
' decisive'       ADJ      55  4.74  55,122,119      82  3.97  82,106,114    ->
'.'               PUNCT    41  4.53  41,76,100       82  3.23  82,106,68     ->
' Meanwhile'      ADV      31  4.79  31,55,62        82  3.88  82,106,68     ->
','               PUNCT   101  4.69  101,27,15       82  3.19  82,106,68     ->
' independent'    ADJ      55  4.76  55,119,19       82  3.89  82,106,68     ->
' candidates'     NOUN     19  4.77  19,122,51       82  3.86  82,106,68     ->
' continue'       VERB     55  4.78  55,119,78       82  3.85  82,106,68     ->
' to'             ADP      15  4.73  15,93,122       82  3.21  82,106,68     ->
' draw'           VERB     79  4.74  79,13,119       82  4.10  82,106,68     ->
' support'        NOUN    122  4.78  122,55,119      82  3.73  82,106,68     ->
' from'           ADP     108  4.75  108,85,55       82  3.75  82,106,114    ->
' younger'        ADJ      55  4.77  55,39,71        82  4.01  82,106,68     ->
' voters'         NOUN     75  4.77  75,19,51        82  3.63  82,106,101    ->
' disillusion'    X        25  4.75  25,122,55       82  3.78  82,106,101    ->
'ed'              X        55  4.78  55,119,121      82  3.50  82,106,114    ->
' with'           ADP     108  4.75  108,103,55      82  3.55  82,106,68     ->
' the'            DET      32  4.69  32,15,55        82  3.35  82,106,68     ->
' two'            NUM      39  4.77  39,127,119      82  3.80  82,106,68     ->
' major'          ADJ      39  4.74  39,55,127       82  3.65  82,106,68     ->
' parties'        NOUN      6  4.77  6,122,19        82  3.66  82,106,68     ->
'.'               PUNCT    41  4.54  41,76,72        82  3.21  82,106,68     ->
' '               SPACE    25  4.74  25,97,102       82  3.32  82,106,114    ->
' The'            DET      32  4.73  32,15,87        82  3.34  82,106,68     ->
' foreign'        ADJ      81  4.75  81,30,127       82  3.86  82,106,68     ->
' minister'       NOUN     19  4.78  19,51,38        82  3.76  82,106,68     ->
' met'            VERB     31  4.77  31,63,119       82  3.96  82,106,68     ->
' with'           ADP     108  4.75  108,103,49      82  3.54  82,106,68     ->
' her'            PRON    113  4.77  113,15,70       82  3.46  82,106,101    ->
' counterparts'   NOUN    122  4.79  122,19,88       82  3.84  82,114,106    ->
' from'           ADP     108  4.75  108,85,55       82  3.78  82,106,114    ->
' six'            NUM      39  4.76  39,110,127      82  3.81  82,106,68     ->
' neighbouring'   VERB     55  4.78  55,52,39        82  3.90  82,106,68     ->
' countries'      NOUN      2  4.74  2,8,30          82  3.78  82,106,114    ->
' to'             ADP      15  4.75  15,93,100       82  3.15  82,106,68     ->
' discuss'        VERB     55  4.78  55,63,122       82  3.98  82,106,68     ->
' a'              DET      21  4.51  21,70,15        82  3.52  82,106,68     ->
' regional'       ADJ     127  4.71  127,55,52       82  3.72  82,106,68     ->
' trade'          NOUN     67  4.79  67,122,16       82  3.81  82,106,68     ->
' agreement'      NOUN    122  4.77  122,38,55       82  3.77  82,106,114    ->
' that'           DET      49  4.47  49,23,84        82  3.89  82,106,68     ->
' has'            VERB     15  4.73  15,93,29        82  3.49  82,106,68     ->
' been'           VERB     59  4.70  59,15,55        82  3.29  82,106,68     ->
' stalled'        VERB     55  4.77  55,78,119       82  3.94  82,106,68     ->
' for'            ADP      85  4.71  85,108,103      82  3.92  82,106,68     ->
' over'           ADP     103  4.72  103,108,85      82  4.05  82,106,68     ->
' two'            NUM      39  4.76  39,127,119      82  3.84  82,106,68     ->
' years'          NOUN      3  4.79  3,122,2         82  3.56  82,106,114    ->
'.'               PUNCT    41  4.55  41,76,72        82  3.21  82,106,68     ->
' Neg'            X        25  4.77  25,17,87        82  3.89  82,106,68     ->
'oti'             X        25  4.79  25,118,0        82  3.23  82,106,114    ->
'ators'           X       117  4.77  117,19,122      82  3.24  82,106,68     ->
' cited'          VERB     55  4.77  55,63,119       82  4.00  82,106,68     ->
' disagreements'  NOUN    122  4.77  122,55,35       82  3.74  82,106,114    ->
' over'           ADP     103  4.71  103,108,85      82  4.12  82,106,68     ->
' agricultural'   ADJ      83  4.77  83,52,37        82  3.84  82,106,68     ->
' tariffs'        NOUN     67  4.78  67,122,13       82  3.72  82,106,68     ->
' and'            CCONJ    27  4.57  27,62,49        82  3.62  82,106,68     ->
' intellectual'   ADJ      83  4.65  83,14,55        82  3.88  82,106,68     ->
' property'       NOUN     52  4.78  52,16,122       82  3.71  82,106,68     ->
' protections'    NOUN    122  4.76  122,96,38       82  4.02  82,106,68     ->
' as'             ADP      34  4.63  34,15,55        82  3.35  82,106,68     ->
' the'            DET      32  4.69  32,15,113       82  3.31  82,106,68     ->
' primary'        ADJ      55  4.79  55,122,39       82  3.63  82,106,68     ->
' obstacles'      NOUN    122  4.77  122,13,55       82  3.72  82,106,68     ->
'.'               PUNCT    41  4.55  41,76,72        82  3.21  82,106,68     ->
' A'              DET      21  4.76  21,70,39        82  3.24  82,106,68     ->
' joint'          ADJ      55  4.79  55,39,13        82  3.96  82,106,68     ->
' commun'         X        25  4.78  25,52,122       82  3.75  82,106,68     ->
'ique'            X       117  4.76  117,121,122     82  3.51  82,106,68     ->
' issued'         VERB      4  4.78  4,55,63         82  3.84  82,106,68     ->
' after'          ADP      15  4.76  15,93,34        82  3.55  82,106,68     ->
' the'            DET      32  4.69  32,15,113       82  3.30  82,106,68     ->
' talks'          NOUN    122  4.79  122,105,63      82  3.72  82,106,68     ->
' described'      VERB     63  4.76  63,55,105       82  4.02  82,106,68     ->
' the'            DET      32  4.69  32,113,15       82  3.30  82,106,68     ->
' discussions'    NOUN    122  4.78  122,105,55      82  3.78  82,106,68     ->
' as'             ADP      34  4.63  34,55,15        82  3.35  82,106,68     ->
' constructive'   ADJ      55  4.75  55,83,122       82  3.67  82,106,114    ->
' but'            CCONJ    62  4.70  62,27,49        82  3.47  82,106,68     ->
' acknowledged'   VERB     63  4.76  63,55,119       82  3.90  82,106,114    ->
' that'           DET      49  4.45  49,23,84        82  3.90  82,106,68     ->
' significant'    ADJ      55  4.74  55,39,123       82  3.64  82,106,68     ->
' differences'    NOUN    122  4.78  122,109,96      82  3.74  82,114,106    ->
' remain'         VERB    123  4.77  123,29,88       82  3.74  82,106,68     ->
' unresolved'     ADJ      55  4.76  55,39,122       82  3.84  82,106,114    ->
'.'               PUNCT    41  4.56  41,76,72        82  3.22  82,106,68     ->

  -- Block 3 summary ----------------------
  Unique source slots  : 53 / 128
  Unique dest   slots  : 4 / 128
  Self-routes (src=dst): 0 / 290 (0.0%)
  N_eff  (src routing) : 29.13  (target >= 32;  max = 128)
  Gini   (src routing) : 0.8238  (0 = uniform, 1 = single slot)

  Top-5 source slots:
    #1  Slot 122  ( 33 tokens, dominant POS: NOUN):  ' pause'  ' basis'  ' points'  ' announceme  ' reforms'  ' Opposition  ' plan'  ' frontline'  ' ruling'  ' reservatio
    #2  Slot 119  ( 31 tokens, dominant POS: VERB):  ' consecutiv  ' citing'  ' persistent  ' largely'  ' priced'  ' move'  ' accompanyi  ' surprised'  ' potential'  ' June'
    #3  Slot  55  ( 22 tokens, dominant POS: ADJ):  'funded'  ' poorly'  ' threatenin  ' describe'  ' decisive'  ' outside'  ' toward'  ' rural'  ' independen  ' continue'
    #4  Slot  15  ( 19 tokens, dominant POS: ADP):  ' had'  ' to'  ' after'  "'s"  ' not'  ' been'  ' also'  ' before'  ' final'  ' neither'
    #5  Slot  32  ( 17 tokens, dominant POS: DET):  ' The'  ' the'

  Top-5 destination slots:
    #1  Slot  82  (287 tokens):  ' central'  ' bank'  ' raised'  ' rates'  ' by'  ' 25'  ' basis'  ' points'  ' on'  ' Thursday'
    #2  Slot 114  (  1 tokens):  ' interest'
    #3  Slot 111  (  1 tokens):  ' back'
    #4  Slot  43  (  1 tokens):  'The'

  OK  No collapse detected (top slot = 11.4%)

==========================================================================================
BLOCK 4  (unique src: 23/128  unique dst: 24/128  self-routes: 0/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
--------------------------------------------------------------------------------
'The'             DET      49  0.00  49,44,108      108  0.72  108,44,89     ->
' central'        ADJ      67  4.46  67,126,82       83  2.43  83,81,124     ->
' bank'           NOUN     67  4.49  67,126,16      121  2.43  121,1,76      ->
' raised'         VERB    126  4.56  126,67,119     101  2.23  101,74,76     ->
' interest'       NOUN    126  4.53  126,67,82      121  2.67  121,76,74     ->
' rates'          NOUN     67  4.51  67,126,16       15  1.50  15,47,121     ->
' by'             ADP     126  4.33  126,26,119      81  1.18  81,124,72     ->
' 25'             NUM     126  4.42  126,98,67       77  0.81  77,86,72      ->
' basis'          NOUN    126  4.52  126,82,67      121  2.46  121,52,127    ->
' points'         NOUN    126  4.61  126,67,82       15  1.91  15,47,121     ->
' on'             ADP     126  4.44  126,26,119      81  2.10  81,83,72      ->
' Thursday'       PROPN    31  4.56  31,126,67       81  1.48  81,76,77      ->
','               PUNCT   126  4.31  126,119,67     124  0.63  124,81,77     ->
' its'            PRON    126  4.38  126,119,28      83  2.58  83,81,66      ->
' seventh'        ADJ     126  4.56  126,119,67      83  1.41  83,81,64      ->
' consecutive'    ADJ     126  4.56  126,119,82      81  1.83  81,76,72      ->
' increase'       NOUN    126  4.54  126,82,119     121  2.30  121,101,76    ->
','               PUNCT   126  4.37  126,119,67     124  0.51  124,81,77     ->
' citing'         VERB    126  4.57  126,119,54      76  2.21  76,127,101    ->
' persistent'     ADJ     126  4.54  126,119,82      76  2.17  76,72,81      ->
' inflation'      X        16  4.48  16,82,126       86  2.05  86,121,76     ->
'ary'             X       126  4.59  126,119,122    121  2.30  121,86,76     ->
' pressure'       NOUN    119  4.51  119,126,82     121  2.69  121,27,101    ->
' across'         ADP     126  4.55  126,119,26      83  2.01  83,81,76      ->
' energy'         NOUN     63  4.50  63,45,119       86  2.15  86,121,76     ->
' and'            CCONJ   126  4.41  126,119,26      81  1.23  81,124,66     ->
' food'           NOUN     63  4.48  63,60,43       121  2.47  121,86,1      ->
' sectors'        NOUN     22  4.46  22,119,45       15  1.40  15,47,76      ->
'.'               PUNCT   126  4.37  126,119,50      70  1.18  70,38,24      ->
' Markets'        NOUN     16  4.52  16,119,22       15  2.16  15,47,1       ->
' had'            VERB    119  4.50  119,126,65     101  0.43  101,76,81     ->
' largely'        ADV     119  4.55  119,126,61      81  1.04  81,72,66      ->
' priced'         VERB     16  4.54  16,119,126     121  2.53  121,72,76     ->
' in'             ADP     106  4.09  106,126,119     81  1.28  81,124,83     ->
' the'            DET      28  4.03  28,119,126     124  0.50  124,81,83     ->
' move'           NOUN    119  4.53  119,126,105    101  2.31  101,121,72    ->
','               PUNCT   119  4.45  119,126,65     124  0.63  124,81,77     ->
' though'         ADP     119  4.54  119,126,65      81  1.26  81,76,72      ->
' the'            DET      28  4.04  28,119,126     124  0.55  124,81,83     ->
' accompanying'   VERB    119  4.55  119,126,65      76  2.29  76,81,83      ->
' statement'      NOUN     68  4.49  68,119,93      127  2.15  127,121,76    ->
' surprised'      VERB    119  4.53  119,126,51     127  1.86  127,76,34     ->
' analysts'       NOUN    119  4.51  119,54,126      47  1.28  47,15,76      ->
' by'             ADP     119  4.43  119,26,126      81  1.51  81,72,124     ->
' signalling'     VERB    119  4.57  119,126,82      76  2.27  76,121,101    ->
' a'              DET     119  4.45  119,126,65      81  1.32  81,124,72     ->
' potential'      ADJ     119  4.54  119,51,126      76  2.68  76,77,64      ->
' pause'          NOUN    119  4.58  119,51,126     121  2.58  121,86,76     ->
' in'             ADP     106  4.08  106,119,126     81  1.32  81,124,83     ->
' June'           PROPN   110  4.45  110,119,126     81  1.21  81,72,77      ->
'.'               PUNCT   119  4.40  119,126,65      70  1.30  70,38,24      ->
' The'            DET      28  4.09  28,119,126     124  0.83  124,81,83     ->
' benchmark'      NOUN    119  4.54  119,54,16      121  2.60  121,86,76     ->
' ten'            X       119  4.56  119,98,126      64  1.67  64,77,83      ->
'-'               X       119  4.43  119,126,26      66  0.75  66,72,83      ->
'year'            X       119  4.52  119,31,126      76  1.97  76,81,83      ->
' yield'          NOUN    119  4.54  119,16,63      101  2.36  101,121,86    ->
' rose'           VERB    119  4.56  119,63,126     101  2.65  101,127,76    ->
' four'           NUM     119  4.50  119,98,126      64  1.19  64,83,77      ->
' basis'          NOUN    119  4.50  119,51,22      121  2.44  121,86,1      ->
' points'         NOUN    119  4.57  119,29,51       15  2.32  15,47,121     ->
' to'             ADP     119  4.43  119,126,65      27  0.49  27,101,121    ->
' 4'              X        98  4.50  98,119,84       77  0.99  77,86,76      ->
'.'               PUNCT   119  4.40  119,126,65      70  1.33  70,38,24      ->
'31'              X       119  4.52  119,84,98       77  1.60  77,86,72      ->
' percent'        NOUN    119  4.54  119,61,16       76  2.61  76,83,121     ->
' shortly'        ADV     119  4.54  119,31,65       81  2.04  81,72,83      ->
' after'          ADP     119  4.48  119,126,65      81  2.19  81,83,72      ->
' the'            DET      28  4.09  28,119,126     124  0.68  124,81,83     ->
' announcement'   NOUN    119  4.49  119,105,51     121  2.41  121,76,86     ->
'.'               PUNCT   119  4.40  119,126,65      70  1.37  70,38,24      ->
' '               SPACE   119  4.56  119,65,126      24  2.00  24,34,72      ->
